source,target
151385,55725
151385,2154
2372,55725
2372,2154
55725,2154
10850,3223
55499,10850
16828,10850
1136406,505710
1136406,1643142
1136406,10850
505710,1643142
505710,10850
1643142,10850
7626,1245564
7626,10850
1245564,10850
172069,1215522
172069,10850
1215522,10850
1483,47990
1483,1046723
47990,1046723
47990,220875
57824,47990
1226069,12094
1226069,47990
12094,47990
8261,7174
8261,105629
8261,47990
7174,105629
7174,47990
105629,47990
4286,72254
4286,47990
72254,47990
96074,982
96074,1665140
96074,47990
982,1665140
982,47990
1665140,47990
120608,1596910
120608,24045
120608,47990
1596910,24045
1596910,47990
24045,47990
1115053,25822
1115053,354606
1115053,1259
25822,354606
25822,1259
354606,1259
9789,9871
9789,1259
9871,1259
65314,28782
65314,1259
28782,1259
5821,4670
5821,4959
5821,1259
4670,4959
4670,1259
4959,1259
475512,56323
475512,10980
56323,10980
82315,4430
82315,11492
4430,11492
4430,1916574
2682390,2227
2682390,4430
2227,4430
71531,1383964
71531,1867979
71531,4430
1383964,1867979
1383964,4430
1867979,4430
11770,4430
515,4430
28626,3614
28626,4430
3614,4430
7487,1182652
7487,1182651
1182652,1182651
7487,1289529
7487,206581
7487,1220629
7487,13604
112940,7487
24937,193488
24937,7487
193488,7487
3894,6968
3894,3895
3894,7487
6968,3895
6968,7487
3895,7487
84527,928828
84527,7487
928828,7487
57446,215486
57446,1161962
57446,7487
215486,1161962
215486,7487
1161962,7487
71252,108126
71252,107210
71252,7487
108126,107210
108126,7487
107210,7487
2778,5602
2778,5281
2778,7487
5602,5281
5602,7487
5281,7487
1306064,7487
174981,7487
55983,7487
7908,7487
6193,103
6193,2282
103,2282
206,204
206,205
206,103
204,205
204,103
205,103
9048,7624
9048,91606
9048,103
7624,91606
7624,103
91606,103
172069,103
1215522,103
20212,76546
20212,95468
20212,103
76546,95468
76546,103
95468,103
74568,103
27319,49205
27319,1178282
49205,1178282
8891,71010
8891,12516
71010,12516
8891,12852
8891,3800
12852,3800
8891,8892
12235,19665
12235,8891
19665,8891
138986,8891
53397,8891
7904,8891
1306064,8891
174981,8891
4430,8891
6449,8891
2040755,57756
2040755,8891
57756,8891
57446,2157
57446,2632
2157,2632
1052109,1052107
1052109,1146050
1052109,2632
1052107,1146050
1052107,2632
1146050,2632
181975,82587
181975,78029
181975,2632
82587,78029
82587,2632
78029,2632
15899,13472
15899,97260
15899,2632
13472,97260
13472,2632
97260,2632
12219,19292
12219,2632
19292,2632
58198,2632
1409651,2632
212208,14
212208,1289968
212208,2632
14,1289968
14,2632
1289968,2632
44796,9780
44796,77896
44796,2632
9780,77896
9780,2632
77896,2632
8258,60438
8258,1749
60438,1749
1947,62578
1947,1749
62578,1749
1032,1130441
1032,108650
1130441,108650
1130439,1032
1130439,108650
1665042,1032
1665042,1867
1032,1867
224,1032
72861,941022
72861,1032
941022,1032
102429,6159
102429,1032
6159,1032
5168,70035
5168,39012
5168,1032
70035,39012
70035,1032
39012,1032
2636,1077703
2636,1032
1077703,1032
132305,5026
132305,1032
5026,1032
3037,1032
4951,1032
40223,11770
40223,1032
11770,1032
1052109,1032
1052107,1032
1146050,1032
1038,1032
13,1032
8487,7046
8487,1102449
8487,1032
7046,1102449
7046,1032
1102449,1032
9979,1032
9789,1032
6449,1032
4517,1032
14702,1032
108661,1070443
214830,1070443
1070443,1070445
19429,1062379
19429,65103
19429,57700
65103,57700
19429,62410
18897,62410
19429,1619377
19429,1331010
1619377,1331010
19429,122528
122528,57700
19429,1341
18897,1341
19429,135177
19429,132476
135177,132476
19429,1698118
88516,14702
88516,85154
14702,85154
18461,1216139
18461,57389
18461,14702
1216139,57389
1216139,14702
57389,14702
14276,83259
14276,585373
83259,585373
14276,11190
100183,185013
112923,100183
61011,1352367
61011,100183
1352367,100183
475512,13636
56323,13636
59784,12077
59784,13636
12077,13636
130,491
33185,491
61110,62831
61110,41091
62831,41091
84678,368
84678,41091
368,41091
8968,97884
8968,1797181
8968,1797182
1797181,1797182
117555,1207229
117555,8968
1207229,8968
141317,8968
138,4762
2545,138
1037,3129
1037,147
1037,138
3129,147
3129,138
147,138
8891,138
44038,138
2231,138
139,138
4430,138
6449,138
134,138
27319,138
6193,138
287,138
19119,138
86390,86385
86390,1120068
86390,13745
86385,1120068
86385,13745
1120068,13745
10593,1487
10593,13745
1487,13745
24399,24478
24399,36925
24399,14701
24478,36925
24478,14701
36925,14701
2136046,230680
2135942,230680
8349,2880
8349,1063
2880,1063
104997,8349
104997,11088
8349,11088
3266,8349
3266,36059
8349,36059
8349,1179102
928944,2022250
928944,9979
928944,8349
2022250,9979
2022250,8349
9979,8349
514,6193
514,1892
514,8349
6193,1892
6193,8349
1892,8349
125025,122889
125025,8349
122889,8349
2641,72028
2641,8349
72028,8349
4724,66743
4724,1461
4724,8349
66743,1461
66743,8349
1461,8349
2098136,2098137
2098136,8349
2098137,8349
1250,10730
1250,174981
10730,174981
3084,3092
3085,3092
103829,3087
103829,515
3087,515
84678,3087
3392,4720
3392,3087
4720,3087
3085,3087
106179,10190
106179,5250
106179,3087
10190,5250
10190,3087
5250,3087
3810,72305
3810,44735
3810,3087
72305,44735
72305,3087
44735,3087
3037,3087
4951,3087
8487,8488
8487,8489
8487,3087
8488,8489
8488,3087
8489,3087
147,1932312
23920,6844
23920,147
6844,147
68559,188707
68559,147
188707,147
139,147
2535,147
140,147
59554,1591097
59554,147
1591097,147
17397,17398
17397,147
17398,147
2778,1499594
2778,147
1499594,147
1204,21818
1204,9979
21818,9979
212208,1204
14,1204
1289968,1204
4517,1006721
14702,1006721
11477,1006721
227,27888
44038,2115
12235,44038
19665,44038
1150,67877
1150,44038
67877,44038
66776,71010
66776,44038
71010,44038
26887,40266
26887,44560
26887,19119
40266,44560
40266,19119
44560,19119
1548355,1548356
1548355,19119
1548356,19119
11510,4517
4512,4517
4513,4517
1447932,1545693
1447932,137905
1545693,137905
69033,939118
69033,1528800
69033,1545693
939118,1528800
939118,1545693
1528800,1545693
1136406,1291350
505710,1291350
1643142,1291350
4299,40174
4299,109897
40174,109897
89784,4299
89784,22092
4299,22092
2672,9066
2672,4299
9066,4299
56752,66776
56752,9066
56752,4299
66776,9066
66776,4299
19724,1188774
19724,38070
19724,4299
1188774,38070
1188774,4299
38070,4299
65717,4299
10431,4299
1158,134
1158,39996
1032,1158
52087,6678
52087,3265
6678,3265
12950,10412
12950,3265
10412,3265
1933,6250
1933,14812
1933,3265
6250,14812
6250,3265
14812,3265
10699,44384
10699,3265
44384,3265
35028,78729
35028,17628
35028,3265
78729,17628
78729,3265
17628,3265
1050292,1050293
1050292,1050294
1050292,3265
1050293,1050294
1050293,3265
1050294,3265
5821,3265
4670,3265
4959,3265
35219,31
35219,7879
35219,12898
31,7879
7879,12898
33684,82426
33684,82427
82426,82427
33684,82428
82428,82426
33684,181452
33684,84678
181452,84678
33684,1316826
138986,33684
72538,33684
1744249,1101349
1744249,33684
1101349,33684
18015,22410
18015,33684
22410,33684
57446,33684
215486,33684
1161962,33684
72208,3284
72208,33684
3284,33684
108661,33684
214830,33684
1070445,33684
135651,134
135651,60073
134,60073
325,134
8851,979952
8851,134
979952,134
84445,197833
84445,134
197833,134
2227,1162360
2227,55085
94059,102603
94059,2227
102603,2227
76788,108916
76788,1371
76788,2227
108916,1371
108916,2227
1371,2227
934,73421
934,935
73421,935
5953,73421
108916,73421
1819889,73421
58074,741
58074,73421
741,73421
84678,73421
368,73421
26847,514
26847,19769
26847,73421
514,19769
514,73421
19769,73421
139,77700
2545,139
59620,2440
120931,1164486
120931,558240
1164486,558240
1306064,558240
174981,558240
121003,1234063
121003,558240
1234063,558240
10132,30609
10132,237
10132,558240
30609,237
30609,558240
237,558240
37759,20056
37759,2330903
37759,558240
20056,2330903
20056,558240
2330903,558240
109887,55983
4,55983
3799,55983
130,55983
64180,68456
64180,55983
68456,55983
17483,6238
17483,55983
6238,55983
11770,11813
11770,15406
11813,15406
11770,14692
11770,8944
14692,8944
11770,14999
11770,2476121
11770,2291380
2476121,2291380
11770,511
4955,11357
4955,11770
11357,11770
113,11770
55949,11770
2636,11770
1077703,11770
113,4955
3027,131120
3027,4955
3027,11770
131120,4955
131120,11770
6856,11065
6856,15411
6856,11770
11065,15411
11065,11770
15411,11770
113674,1121
113674,543530
1121,543530
5469,4529
5469,13333
5469,2598
3896,2282
3896,5469
2282,5469
10980,5469
10989,5469
10990,5469
11279,5469
80860,5469
962225,95038
962225,69899
95038,69899
1769,18517
1769,101831
18517,101831
28626,1769
3614,1769
3084,1769
1158,1769
3085,1769
3087,1769
3092,1769
6193,24045
6193,27578
24045,27578
6193,21007
6193,234352
21007,234352
9261,6193
30140,31308
30140,30810
31308,30810
44716,6614
44716,61153
44716,23916
6614,61153
6614,23916
61153,23916
4038,18992
4038,2047
18992,2047
2222,4038
2222,152699
4038,152699
66288,4038
1285,4038
17397,4038
17398,4038
11905,38127
11905,6648
11905,4038
38127,6648
38127,4038
6648,4038
1137209,69500
1137209,4038
69500,4038
12219,4038
19292,4038
113,1208
113,45380
1208,45380
29312,41232
29312,40433
29312,1208
41232,40433
41232,1208
40433,1208
41256,91460
41256,1208
91460,1208
176543,1488806
176543,1208
1488806,1208
80535,16165
80535,34902
16165,34902
80535,142750
80535,142751
226001,76594
226001,1059011
226001,80535
76594,1059011
76594,80535
1059011,80535
1164263,142751
1164263,80535
142750,142751
142750,1164263
29704,1913149
29704,80535
1913149,80535
37759,80535
20056,80535
2330903,80535
7447,15903
7447,9560
24594,7447
1220781,115002
1220781,7447
115002,7447
15903,10594
10594,7447
58198,7447
1409651,7447
18918,40462
18918,1136406
18918,7447
40462,1136406
40462,7447
1136406,7447
514,7447
6193,7447
1892,7447
56323,7447
56322,7447
41091,7447
2047,1204610
2047,1027445
1204610,1027445
2047,65398
2047,2390
65398,2390
2047,58493
3037,18972
3037,2047
18972,2047
3036,5294
3036,2047
5294,2047
20904,157963
20904,2047
157963,2047
9979,2047
9789,2047
6449,2047
112923,230192
1829413,230192
2441,15576
2441,73357
15576,73357
2136046,73357
2135942,73357
84678,13
368,13
10431,6614
10431,63918
6614,63918
146307,7166
146307,10431
7166,10431
9979,10431
9789,10431
6449,10431
11181,1145340
11181,168374
1145340,168374
11181,7056
11181,56101
7056,56101
11181,78334
11181,515
5309,11181
3223,11181
74568,11181
16828,11181
31212,78848
31212,99599
31212,30807
78848,99599
78848,30807
99599,30807
109255,1817034
109255,30807
1817034,30807
3084,9857
3084,5248
9857,5248
4483,13570
4483,3417
4483,3084
13570,3417
13570,3084
3417,3084
9979,56890
9979,46393
56890,46393
9979,8893
9979,1162
8893,1162
9979,20212
1204293,9979
27116,9979
1066777,65013
1066777,4808
1066777,9979
65013,4808
65013,9979
4808,9979
7447,9979
9560,9979
67315,2734157
67315,9979
2734157,9979
2045089,4687
2045089,9979
4687,9979
2157,7904
2157,90654
7904,90654
19011,1189929
19011,7904
1189929,7904
82388,7904
11074,40009
11074,1062
11074,7904
40009,1062
40009,7904
1062,7904
437100,33260
437100,81663
437100,71538
33260,81663
33260,71538
81663,71538
73640,73641
73640,73642
73641,73642
2021205,1911675
2021205,37934
1911675,37934
18897,1619
18897,1338
1619,1338
18897,68676
18897,1635792
130394,238888
130394,695
130394,18897
238888,695
238888,18897
695,18897
1748,64825
1748,149589
64825,149589
1748,2372
1748,143240
2372,143240
97772,1748
97772,15417
1748,15417
1748,16927
12147,13784
12147,12149
12147,1748
13784,12149
13784,1748
12149,1748
112219,112217
112219,1748
112217,1748
53862,16478
53862,160172
53862,1748
16478,160172
16478,1748
160172,1748
1947,1748
62578,1748
6,130
2,4
2,6
2,130
4,6
2,3
3,4
3,130
10930,2140901
10930,130
2140901,130
1164,130
3999,130
4000,130
4173,5049
4173,10774
4173,130
5049,10774
5049,130
10774,130
140,1394681
140,1394682
1394681,1394682
21063,52404
21063,140
52404,140
2545,140
138,140
4347,99662
4347,82170
99662,82170
4347,83463
4347,543105
4347,4070
4347,40167
4347,13294
9066,4347
56752,4347
66776,4347
16303,94759
16303,4347
94759,4347
834,16523
834,4347
16523,4347
65717,4347
10431,4347
12147,4347
176543,4347
1488806,4347
2585,46392
2585,1428
46392,1428
118421,118422
118421,2585
118422,2585
22860,1430
22860,1171675
22860,2585
1430,1171675
1430,2585
1171675,2585
8261,2585
7174,2585
105629,2585
1487,84678
1487,2585
84678,2585
22861,10593
22861,10594
22861,2585
10593,10594
10593,2585
10594,2585
44999,95486
44999,110001
44999,2585
95486,110001
95486,2585
110001,2585
85930,90388
85930,2585
90388,2585
107602,2585
107602,592587
107602,107209
592587,107209
592587,2585
107209,2585
184306,1228004
184306,2585
1228004,2585
1306064,1736908
82702,18793
82702,1306064
18793,1306064
37759,1306064
20056,1306064
2330903,1306064
54421,53397
71860,1596154
71860,53397
1596154,53397
155488,964397
155488,53397
964397,53397
72208,53397
3284,53397
37934,53397
15310,53397
56323,53397
56322,53397
41091,53397
670,72754
670,60074
72754,60074
1245537,670
1245537,4027
670,4027
67367,670
130,670
33185,670
2297235,670
491,670
2,670
3,670
4,670
69597,12659
2240369,82280
2240369,69597
82280,69597
287,192
287,12052
192,12052
819,287
819,1283
287,1283
5294,17288
5294,1267329
5294,287
17288,1267329
17288,287
1267329,287
4724,287
66743,287
1461,287
17397,287
17398,287
2040755,287
57756,287
15111,144302
2,3799
3,3799
437100,15152
437100,3799
33260,15152
33260,3799
15152,3799
52057,1897169
52057,3799
1897169,3799
33185,3799
45042,553721
45042,1789239
45042,3799
553721,1789239
553721,3799
1789239,3799
561869,35705
561869,62649
35705,62649
50463,12021
50463,9278
50463,35705
12021,9278
12021,35705
9278,35705
63,113505
63,1819889
63,35705
113505,1819889
113505,35705
1819889,35705
2535,225620
2535,52057
225620,52057
31137,2535
31137,62093
2535,62093
21353,2535
21353,105762
2535,105762
2535,1350470
1922617,587035
1922617,2535
587035,2535
154382,31134
154382,74613
154382,2535
31134,74613
31134,2535
74613,2535
2545,2535
138,2535
1222355,8984
1222355,2535
8984,2535
1220781,2535
115002,2535
7447,2535
88620,19961
88620,180986
88620,2535
19961,180986
19961,2535
180986,2535
15310,73956
15310,1237
73956,1237
2406668,2406671
2406668,15310
2406671,15310
131,49827
107515,49827
77018,1037398
77018,1722123
77018,49827
1037398,1722123
1037398,49827
1722123,49827
14464,33185
14464,92876
33185,92876
12446,11281
12446,33185
11281,33185
40960,207067
40960,33185
207067,33185
2,33185
3,33185
4,33185
937,8223
937,33185
8223,33185
1205,11148
1205,20376
11148,20376
20212,14782
76546,14782
95468,14782
16463,10593
84678,10593
10594,40176
40176,10593
1278363,150193
1278363,1169636
150193,1169636
18632,10592
2030027,2033613
2030027,10592
2033613,10592
16463,10592
91431,1046088
91431,10592
1046088,10592
146964,1171032
146964,1190206
146964,10592
1171032,1190206
1171032,10592
1190206,10592
1400290,1829413
47990,1829413
31,32
31,33
32,33
31,52
31,5149
52,5149
31,1892
31,3197
1892,3197
24,28
24,31
28,31
27116,31
9979,31
9261,31
325,31
107602,31
36801,65717
36801,22226
65717,22226
1220781,65717
115002,65717
7447,65717
5676,4959
5676,5682
4959,5682
2369,4959
2369,14812
4959,14812
106179,4959
106179,78934
4959,78934
4959,4958
3784,4959
20564,4959
27442,4959
39274,4959
12259,5676
12259,27442
12259,4959
5676,27442
27392,27642
27392,22383
27392,4959
27642,22383
27642,4959
22383,4959
120640,1073982
120640,4959
1073982,4959
3829,1098404
3829,4959
1098404,4959
15135,27442
15135,6014
15135,4959
27442,6014
6014,4959
28626,4959
3614,4959
1061561,1018937
1061561,4959
1018937,4959
3223,60073
16828,60073
103,60073
11090,39995
11090,18793
11090,60073
39995,18793
39995,60073
18793,60073
39121,1135272
2136046,1702761
2135942,1702761
15535,5726
86655,5726
181975,5726
82587,5726
78029,5726
5469,887
1164,887
1291350,887
32362,111402
32362,111404
111402,111404
1160640,191275
1160640,1160641
1160640,32362
191275,1160641
191275,32362
1160641,32362
111402,111403
111403,32362
12219,32362
19292,32362
11856,17142
11856,52564
17142,52564
5294,17142
17288,17142
1267329,17142
94792,1181353
94792,1159
1181353,1159
131273,70569
131273,1159
70569,1159
85564,76689
85564,1120207
76689,1120207
85564,62053
85564,117092
62053,117092
85564,982
85564,1338524
1192274,91351
1192274,85564
91351,85564
11370,85564
1893288,7174
7172,22859
7172,7174
22859,7174
6352,13301
6352,7174
13301,7174
55983,7174
7908,7174
13242,11076
13242,10872
11076,10872
7090,11076
7090,52951
11076,52951
15899,11076
13472,11076
97260,11076
1041277,1041278
1041277,1041279
1041277,11076
1041278,1041279
1041278,11076
1041279,11076
1230,20493
1230,11076
20493,11076
5656,1245
5656,1023139
5656,11477
1245,1023139
1245,11477
1023139,11477
9315,2209240
9315,2426776
9315,141289
9316,80892
9316,80894
9316,9315
80892,80894
80892,9315
80894,9315
1088666,1515687
1088666,9315
1515687,9315
47632,39658
973,974
973,975
973,47632
974,975
974,47632
975,47632
7908,68455
109887,7908
2,7908
4,7908
6,7908
3,7908
3799,7908
130,7908
33185,7908
2227,19665
500,19665
1108724,78333
57096,1211217
57096,1108724
1211217,1108724
20049,47646
20049,47933
47646,47933
34546,7063
34546,47646
7063,47646
1072976,1073001
1072976,62644
1073001,62644
27554,64
27554,70654
64,70654
1415341,64
1415341,1267653
64,1267653
1003,524
1003,64
524,64
3894,1810
3894,64
1810,3895
1810,64
3895,64
10980,64
10989,64
10990,64
219479,1101349
219479,64
1101349,64
32396,515
32396,36190
515,36190
44712,2056726
44712,515
2056726,515
66776,40389
66776,5699
66776,515
40389,5699
40389,515
5699,515
1979,16294
1979,1150
16294,1150
1259,1150
19665,1150
113,45230
113,56444
45230,56444
113,8223
113,41234
8223,41234
142858,113
142858,7505
113,7505
113,26557
113,510
113,1116483
131814,113
222054,1483204
222054,1483206
222054,113
1483204,1483206
1483204,113
1483206,113
30140,113
31308,113
30810,113
8724,30296
8724,29903
8724,113
30296,29903
30296,113
29903,113
11181,113
20143,12250
20143,97243
20143,113
12250,97243
12250,113
97243,113
1367,585902
1367,1328
1367,113
585902,1328
585902,113
1328,113
173431,1328
173431,29094
173431,113
1328,29094
29094,113
585,72055
585,113
72055,113
6,113
130,113
585902,1739002
1739002,1328
1739002,113
78798,34398
78798,56322
34398,56322
112261,13446
112261,87192
112261,56322
13446,87192
13446,56322
87192,56322
16896,4512
4430,4512
6450,3380
6450,157936
6450,4512
3380,157936
3380,4512
157936,4512
2040755,4512
57756,4512
20879,6168
98539,6609
98539,45001
6609,45001
61303,46944
61303,1937
61303,45001
46944,1937
46944,45001
1937,45001
1242827,586186
1242827,45001
586186,45001
2750,37469
2750,45001
37469,45001
113,45001
1116483,45001
20156,15531
51718,19178
51718,20156
19178,20156
82388,20156
7904,20156
2165,4
2165,26860
4,26860
14837,518
14837,4
518,4
10594,4
40176,4
10930,4
2140901,4
10989,4391
6968,505710
6968,1587566
505710,1587566
6968,28745
6968,39923
231664,6968
15838,231713
15838,6968
231713,6968
6431,9546
6431,6968
9546,6968
1038,4173
1038,349
4173,349
13848,13852
13848,13853
13852,13853
13848,14028
13848,14029
14028,14029
13848,14434
13848,14435
14434,14435
13848,19426
13848,21301
19426,21301
13848,14027
13848,14438
14027,14438
13848,106569
13848,106570
106569,106570
13848,29545
13848,3363
29545,3363
13848,13855
13848,147962
13855,147962
13848,21306
13848,21303
68703,578708
68703,13848
578708,13848
176543,13848
1488806,13848
290,14674
290,11487
290,13848
14674,11487
14674,13848
11487,13848
16828,1172108
16828,30083
1172108,30083
11090,16828
39995,16828
18793,16828
172069,16828
1215522,16828
116341,102786
116341,1181293
556903,115863
556903,116341
115863,116341
3125,116341
3896,1846217
3896,116341
1846217,116341
1104726,116341
44549,1490
44549,84678
44549,116341
1490,84678
1490,116341
84678,116341
1523586,46432
1523586,116341
46432,116341
112035,1725875
112035,116341
1725875,116341
1241252,46432
1241252,116341
8261,116341
7174,116341
105629,116341
18977,12219
18977,116341
12219,116341
73641,116341
1202593,116341
33684,116341
1248913,112200
1248913,116341
112200,116341
34521,1215120
34521,116341
1215120,116341
501362,470303
501362,116341
470303,116341
68842,1181293
68842,116341
8487,116341
7046,116341
1102449,116341
1074129,2066306
1074129,173729
1074129,116341
2066306,173729
2066306,116341
173729,116341
1700943,938972
1700943,1236595
1700943,116341
938972,1236595
938972,116341
1236595,116341
21049,162339
1136406,3223
505710,3223
1643142,3223
564,584
564,3223
584,3223
172069,3223
1215522,3223
2219,205
40036,6944
40036,1005852
40036,205
6944,1005852
6944,205
1005852,205
58198,5621
58198,5620
5621,5620
56323,58198
56322,58198
41091,58198
510,85
510,1160
85,1160
44999,776
44999,1160
776,1160
3223,1160
16828,1160
103,1160
15175,898
15175,1264
898,1264
113,15175
4955,15175
30807,15175
670,15175
40223,15175
11770,15175
109255,15175
1817034,15175
2636,15175
1077703,15175
148251,78707
148251,7542
55794,1468163
55794,148251
1468163,148251
4078,44797
4078,1434484
44797,1434484
4078,99846
51750,32396
51750,158769
32396,158769
15903,32396
39104,2313633
39104,32396
2313633,32396
1158,32396
1159,32396
1160,32396
22082,3085
7447,3085
9560,3085
2057865,1778612
2057865,1848881
2057865,3085
1778612,1848881
1778612,3085
1848881,3085
4587,110380
4587,9780
4587,822
110380,9780
110380,822
9780,822
819,820
819,821
819,822
820,821
820,822
821,822
237405,138986
72861,138986
941022,138986
1032,138986
4299,138986
40174,138986
109897,138986
81487,138986
56367,138986
3829,3784
3829,590963
3784,590963
23052,22902
23052,3784
22902,3784
6614,37366
37366,61153
1892,2157
1892,880
1892,6614
2157,880
2157,6614
880,6614
1330888,83002
1330888,2501669
1330888,137905
83002,2501669
83002,137905
2501669,137905
15838,87927
15838,1324998
87927,1324998
15838,110316
145116,231677
145116,2576887
145116,15838
231677,2576887
231677,15838
2576887,15838
1684452,231666
1684452,1224010
1684452,15838
231666,1224010
231666,15838
1224010,15838
117313,117319
117313,15838
117319,15838
131,15838
107515,15838
60034,15838
10297,83002
10297,1813
10297,1892
83002,1813
83002,1892
1813,1892
3810,1892
72305,1892
44735,1892
19049,5026
15196,46780
15196,66884
15196,26557
46780,66884
46780,26557
66884,26557
17844,6263
17844,26557
6263,26557
2883,3011
2883,26557
3011,26557
67676,116838
67676,26557
116838,26557
31070,31071
31070,2264
31070,26557
31071,2264
31071,26557
2264,26557
11856,56553
11856,1047752
56553,1047752
21306,14438
14434,14438
14435,14438
13855,14438
147962,14438
19426,14438
21301,14438
13852,14438
13853,14438
173150,56950
173150,55725
56950,55725
82702,11510
