Province/State,Country/Region,Confirmed,Timestamp
Inner Mongolia,Mainland China,75,2020-02-24 15:03:05
Ningxia,Mainland China,71,2020-02-24 06:53:02
,Iran,61,2020-02-24 11:13:10
Unassigned Location (From Diamond Princess),US,36,2020-02-24 23:33:02
Taiwan,Taiwan,30,2020-02-24 10:13:28
,Malaysia,22,2020-02-24 11:53:02
,UK,13,2020-02-24 08:33:02
"Toronto, ON",Canada,3,2020-02-24 14:43:03
,Oman,2,2020-02-24 23:43:01
,Afghanistan,1,2020-02-24 23:33:02
,Bahrain,1,2020-02-24 23:33:02
,Iraq,1,2020-02-24 23:33:02
,Kuwait,1,2020-02-24 23:33:02
"Lackland, TX (From Diamond Princess)",US,0,2020-02-24 23:33:02
"Omaha, NE (From Diamond Princess)",US,0,2020-02-24 23:33:02
"Travis, CA (From Diamond Princess)",US,0,2020-02-24 23:33:02
Hubei,Mainland China,64786,2020-02-25 15:23:04
Guangdong,Mainland China,1347,2020-02-25 08:53:02
Henan,Mainland China,1271,2020-02-25 12:43:02
Zhejiang,Mainland China,1205,2020-02-25 09:13:05
Hunan,Mainland China,1016,2020-02-25 15:03:05
Anhui,Mainland China,989,2020-02-25 06:33:02
,South Korea,977,2020-02-25 08:13:19
Jiangxi,Mainland China,934,2020-02-25 15:03:05
Shandong,Mainland China,756,2020-02-25 12:53:02
Jiangsu,Mainland China,631,2020-02-25 00:53:02
Chongqing,Mainland China,576,2020-02-25 23:23:03
Sichuan,Mainland China,529,2020-02-25 15:03:05
Heilongjiang,Mainland China,480,2020-02-25 15:23:04
Beijing,Mainland China,400,2020-02-25 01:33:02
Shanghai,Mainland China,336,2020-02-25 06:33:02
,Italy,322,2020-02-25 18:55:32
Hebei,Mainland China,311,2020-02-25 12:43:02
Fujian,Mainland China,294,2020-02-25 10:03:07
Guangxi,Mainland China,252,2020-02-25 10:03:07
Shaanxi,Mainland China,245,2020-02-25 15:23:04
Yunnan,Mainland China,174,2020-02-25 04:53:02
,Japan,170,2020-02-25 14:53:03
Hainan,Mainland China,168,2020-02-25 12:53:02
Guizhou,Mainland China,146,2020-02-25 08:03:07
Tianjin,Mainland China,135,2020-02-25 15:23:04
Shanxi,Mainland China,133,2020-02-25 23:13:03
Liaoning,Mainland China,121,2020-02-25 00:23:03
,Iran,95,2020-02-25 14:53:03
Jilin,Mainland China,93,2020-02-25 15:23:04
,Singapore,91,2020-02-25 18:55:32
Hong Kong,Hong Kong,84,2020-02-25 09:43:02
Inner Mongolia,Mainland China,75,2020-02-25 23:53:02
Ningxia,Mainland China,71,2020-02-25 03:53:02
,Thailand,37,2020-02-25 08:53:02
Unassigned Location (From Diamond Princess),US,36,2020-02-25 21:23:03
Taiwan,Taiwan,31,2020-02-25 06:53:02
,Bahrain,23,2020-02-25 18:55:32
,Germany,17,2020-02-25 21:33:02
,Vietnam,16,2020-02-25 08:53:02
,France,14,2020-02-25 21:23:03
,Kuwait,11,2020-02-25 23:43:03
Macau,Macau,10,2020-02-25 15:23:04
British Columbia,Canada,7,2020-02-25 02:23:05
,Spain,6,2020-02-25 21:33:02
None,Austria,2,2020-02-25 18:55:32
,Oman,2,2020-02-25 01:13:09
,Algeria,1,2020-02-25 23:43:03
,Croatia,1,2020-02-25 18:55:32
,Switzerland,1,2020-02-25 19:13:21
"Tempe, AZ",US,1,2020-02-25 21:23:03
Hubei,Mainland China,65187,2020-02-26 14:13:10
Guangdong,Mainland China,1347,2020-02-26 10:33:02
Henan,Mainland China,1271,2020-02-26 10:33:02
,South Korea,1261,2020-02-26 11:03:11
Zhejiang,Mainland China,1205,2020-02-26 10:33:02
Hunan,Mainland China,1016,2020-02-26 10:13:11
Anhui,Mainland China,989,2020-02-26 10:13:11
Jiangxi,Mainland China,934,2020-02-26 01:13:04
Shandong,Mainland China,756,2020-02-26 12:43:02
Diamond Princess cruise ship,Others,705,2020-02-26 19:33:02
Jiangsu,Mainland China,631,2020-02-26 10:13:11
Chongqing,Mainland China,576,2020-02-26 23:43:02
Sichuan,Mainland China,531,2020-02-26 10:13:11
Heilongjiang,Mainland China,480,2020-02-26 10:33:02
,Italy,453,2020-02-26 23:43:03
Beijing,Mainland China,400,2020-02-26 00:53:02
Shanghai,Mainland China,337,2020-02-26 23:53:01
Hebei,Mainland China,312,2020-02-26 10:33:02
Fujian,Mainland China,294,2020-02-26 10:33:02
Guangxi,Mainland China,252,2020-02-26 14:13:10
Shaanxi,Mainland China,245,2020-02-26 14:13:10
,Japan,189,2020-02-26 23:43:03
Yunnan,Mainland China,174,2020-02-26 05:13:16
Hainan,Mainland China,168,2020-02-26 12:43:02
,Iran,139,2020-02-26 23:43:03
Tianjin,Mainland China,135,2020-02-26 12:43:02
Shanxi,Mainland China,133,2020-02-26 14:13:10
Liaoning,Mainland China,121,2020-02-26 00:13:05
Jilin,Mainland China,93,2020-02-26 14:13:10
,Singapore,93,2020-02-26 19:33:02
Hong Kong,Hong Kong,91,2020-02-26 23:43:02
Gansu,Mainland China,91,2020-02-26 14:13:10
Xinjiang,Mainland China,76,2020-02-26 14:23:03
Inner Mongolia,Mainland China,75,2020-02-26 15:03:05
Ningxia,Mainland China,71,2020-02-26 03:53:01
Unassigned Location (From Diamond Princess),US,42,2020-02-26 20:03:06
,Thailand,40,2020-02-26 07:23:03
,Bahrain,33,2020-02-26 21:03:07
Taiwan,Taiwan,32,2020-02-26 12:23:04
,Germany,27,2020-02-26 23:43:03
,Kuwait,26,2020-02-26 19:23:04
,France,18,2020-02-26 20:03:06
,Spain,13,2020-02-26 20:43:02
,Iraq,5,2020-02-26 04:53:02
,Oman,4,2020-02-26 04:53:02
,Croatia,3,2020-02-26 20:03:06
,Austria,2,2020-02-26 00:13:06
,Finland,2,2020-02-26 19:03:08
,Israel,2,2020-02-26 20:33:02
,Lebanon,2,2020-02-26 19:33:02
,Pakistan,2,2020-02-26 23:53:02
,Sweden,2,2020-02-26 18:53:02
,Brazil,1,2020-02-26 23:53:02
,Georgia,1,2020-02-26 19:03:08
,Greece,1,2020-02-26 15:53:05
,North Macedonia,1,2020-02-26 19:03:08
,Norway,1,2020-02-26 20:23:12
,Romania,1,2020-02-26 23:43:03
Hubei,Mainland China,65596,2020-02-27 12:13:14
,South Korea,1766,2020-02-27 12:03:04
Guangdong,Mainland China,1347,2020-02-27 09:53:02
Henan,Mainland China,1272,2020-02-27 15:03:11
Zhejiang,Mainland China,1205,2020-02-27 12:43:02
Hunan,Mainland China,1017,2020-02-27 12:43:02
Anhui,Mainland China,989,2020-02-27 14:13:06
Jiangxi,Mainland China,934,2020-02-27 01:43:02
Shandong,Mainland China,756,2020-02-27 14:13:06
,Italy,655,2020-02-27 23:23:02
Jiangsu,Mainland China,631,2020-02-27 14:13:06
Chongqing,Mainland China,576,2020-02-27 23:23:02
Sichuan,Mainland China,534,2020-02-27 12:43:02
Heilongjiang,Mainland China,480,2020-02-27 12:43:02
Beijing,Mainland China,410,2020-02-27 02:23:13
Shanghai,Mainland China,337,2020-02-27 04:03:12
Hebei,Mainland China,317,2020-02-27 12:43:02
Fujian,Mainland China,296,2020-02-27 10:03:07
Guangxi,Mainland China,252,2020-02-27 10:03:07
,Iran,245,2020-02-27 12:03:04
Shaanxi,Mainland China,245,2020-02-27 12:43:02
,Japan,214,2020-02-27 23:33:02
Yunnan,Mainland China,174,2020-02-27 10:03:07
Hainan,Mainland China,168,2020-02-27 10:03:07
Guizhou,Mainland China,146,2020-02-27 00:43:02
Tianjin,Mainland China,136,2020-02-27 23:13:04
Shanxi,Mainland China,133,2020-02-27 23:13:04
Liaoning,Mainland China,121,2020-02-27 14:13:06
Jilin,Mainland China,93,2020-02-27 12:43:02
Hong Kong,Hong Kong,92,2020-02-27 09:53:02
Xinjiang,Mainland China,76,2020-02-27 12:43:02
Inner Mongolia,Mainland China,75,2020-02-27 23:33:02
Ningxia,Mainland China,72,2020-02-27 10:03:07
,Germany,46,2020-02-27 23:13:04
,Kuwait,43,2020-02-27 13:33:03
,France,38,2020-02-27 22:13:10
,Malaysia,23,2020-02-27 15:13:13
,Spain,15,2020-02-27 13:23:02
,UK,15,2020-02-27 13:23:02
Macau,Macau,10,2020-02-27 12:43:02
From Diamond Princess,Australia,8,2020-02-27 03:33:06
,Switzerland,8,2020-02-27 23:03:11
British Columbia,Canada,7,2020-02-27 03:33:06
,Iraq,7,2020-02-27 22:23:11
,Sweden,7,2020-02-27 20:33:02
"Toronto, ON",Canada,5,2020-02-27 22:43:02
,Austria,3,2020-02-27 14:03:03
,Greece,3,2020-02-27 14:03:03
,Israel,3,2020-02-27 14:03:03
"Sacramento County, CA",US,2,2020-02-27 20:33:02
,Denmark,1,2020-02-27 16:23:03
,Estonia,1,2020-02-27 16:23:03
,Georgia,1,2020-02-27 16:23:03
,Netherlands,1,2020-02-27 21:13:10
,North Macedonia,1,2020-02-27 16:23:03
,Norway,1,2020-02-27 16:23:03
,Romania,1,2020-02-27 16:23:03
,San Marino,1,2020-02-27 21:13:10
Hubei,Mainland China,65914,2020-02-28 00:43:01
,South Korea,2337,2020-02-28 08:53:03
Guangdong,Mainland China,1348,2020-02-28 08:53:03
Henan,Mainland China,1272,2020-02-28 09:23:02
Zhejiang,Mainland China,1205,2020-02-28 10:03:12
Hunan,Mainland China,1017,2020-02-28 09:13:10
Anhui,Mainland China,990,2020-02-28 04:43:02
Jiangxi,Mainland China,935,2020-02-28 01:13:11
,Italy,888,2020-02-28 20:13:09
Shandong,Mainland China,756,2020-02-28 09:23:02
Diamond Princess cruise ship,Others,705,2020-02-28 20:53:02
Jiangsu,Mainland China,631,2020-02-28 08:53:03
Chongqing,Mainland China,576,2020-02-28 23:23:03
Sichuan,Mainland China,538,2020-02-28 09:23:02
Heilongjiang,Mainland China,480,2020-02-28 04:43:02
Beijing,Mainland China,410,2020-02-28 02:23:05
,Iran,388,2020-02-28 15:43:03
Shanghai,Mainland China,337,2020-02-28 04:53:03
Hebei,Mainland China,318,2020-02-28 08:53:03
Fujian,Mainland China,296,2020-02-28 09:13:10
Guangxi,Mainland China,252,2020-02-28 09:13:10
Shaanxi,Mainland China,245,2020-02-28 08:53:03
,Japan,228,2020-02-28 12:43:02
Yunnan,Mainland China,174,2020-02-28 05:03:09
Hainan,Mainland China,168,2020-02-28 08:53:03
Shanxi,Mainland China,133,2020-02-28 23:23:03
Hong Kong,Hong Kong,94,2020-02-28 10:03:12
Jilin,Mainland China,93,2020-02-28 08:53:03
Gansu,Mainland China,91,2020-02-28 02:33:02
Xinjiang,Mainland China,76,2020-02-28 07:43:02
Inner Mongolia,Mainland China,75,2020-02-28 07:23:03
,France,57,2020-02-28 20:13:09
,Germany,48,2020-02-28 00:13:18
,Kuwait,45,2020-02-28 16:23:03
Unassigned Location (From Diamond Princess),US,44,2020-02-28 20:03:03
,Thailand,41,2020-02-28 07:53:02
,Bahrain,36,2020-02-28 15:33:03
Taiwan,Taiwan,34,2020-02-28 07:13:08
,Spain,32,2020-02-28 15:33:03
,UK,20,2020-02-28 20:13:09
,United Arab Emirates,19,2020-02-28 04:13:09
,Norway,6,2020-02-28 21:03:02
,Croatia,5,2020-02-28 15:43:03
,Greece,4,2020-02-28 15:33:03
,Israel,4,2020-02-28 15:53:03
,Romania,3,2020-02-28 15:33:03
, Azerbaijan,1,2020-02-28 15:03:26
,Belarus,1,2020-02-28 16:23:03
" Montreal, QC",Canada,1,2020-02-28 05:23:07
,Egypt,1,2020-02-28 04:13:09
,Iceland,1,2020-02-28 15:33:03
,Lithuania,1,2020-02-28 16:23:03
,Mexico,1,2020-02-28 15:03:26
,Netherlands,1,2020-02-28 01:23:03
,New Zealand,1,2020-02-28 16:23:03
,Nigeria,1,2020-02-28 16:23:03
,North Ireland,1,2020-02-28 05:43:02
"Boston, MA",US,1,2020-02-28 21:13:12
Hubei,Mainland China,66337,2020-02-29 12:13:10
,South Korea,3150,2020-02-29 18:13:07
Guangdong,Mainland China,1349,2020-02-29 15:33:03
Henan,Mainland China,1272,2020-02-29 12:43:05
Zhejiang,Mainland China,1205,2020-02-29 09:13:10
,Italy,1128,2020-02-29 18:03:05
Hunan,Mainland China,1018,2020-02-29 15:33:03
Anhui,Mainland China,990,2020-02-29 05:03:13
Jiangxi,Mainland China,935,2020-02-29 01:23:07
Shandong,Mainland China,756,2020-02-29 15:33:03
Diamond Princess cruise ship,Others,705,2020-02-29 01:43:02
Jiangsu,Mainland China,631,2020-02-29 07:23:11
,Iran,593,2020-02-29 14:53:04
Chongqing,Mainland China,576,2020-02-29 23:13:06
Sichuan,Mainland China,538,2020-02-29 12:03:07
Heilongjiang,Mainland China,480,2020-02-29 12:03:07
Beijing,Mainland China,411,2020-02-29 03:33:02
Shanghai,Mainland China,337,2020-02-29 06:23:03
Hebei,Mainland China,318,2020-02-29 15:33:03
Fujian,Mainland China,296,2020-02-29 15:33:03
Guangxi,Mainland China,252,2020-02-29 12:03:07
Shaanxi,Mainland China,245,2020-02-29 09:03:06
,Japan,241,2020-02-29 15:53:04
Yunnan,Mainland China,174,2020-02-29 05:03:13
Hainan,Mainland China,168,2020-02-29 23:43:02
Tianjin,Mainland China,136,2020-02-29 12:03:07
Shanxi,Mainland China,133,2020-02-29 23:13:06
Liaoning,Mainland China,121,2020-02-29 15:33:03
,Singapore,102,2020-02-29 14:33:03
,France,100,2020-02-29 19:03:04
Hong Kong,Hong Kong,95,2020-02-29 23:53:02
Jilin,Mainland China,93,2020-02-29 09:13:10
,Germany,79,2020-02-29 14:43:03
Xinjiang,Mainland China,76,2020-02-29 12:03:07
Inner Mongolia,Mainland China,75,2020-02-29 09:03:06
Ningxia,Mainland China,73,2020-02-29 05:53:02
,Spain,45,2020-02-29 19:13:08
,Thailand,42,2020-02-29 12:33:03
,Bahrain,41,2020-02-29 18:03:05
Taiwan,Taiwan,39,2020-02-29 07:13:05
,Malaysia,25,2020-02-29 04:03:18
,UK,23,2020-02-29 18:03:05
,United Arab Emirates,21,2020-02-29 12:33:03
,Switzerland,18,2020-02-29 18:03:05
,Norway,15,2020-02-29 23:13:06
,Iraq,13,2020-02-29 18:03:05
,Sweden,12,2020-02-29 14:43:03
"Toronto, ON",Canada,10,2020-02-29 23:23:13
Queensland,Australia,9,2020-02-29 02:03:10
,Austria,9,2020-02-29 14:43:03
British Columbia,Canada,8,2020-02-29 23:23:13
Victoria,Australia,7,2020-02-29 02:03:10
,Israel,7,2020-02-29 01:53:03
,Croatia,6,2020-02-29 18:03:05
,Netherlands,6,2020-02-29 18:03:05
,Oman,6,2020-02-29 12:33:03
"Seattle, WA",US,6,2020-02-29 22:33:03
,Lebanon,4,2020-02-29 01:53:03
,Mexico,4,2020-02-29 21:13:17
,Pakistan,4,2020-02-29 18:03:05
South Australia,Australia,3,2020-02-29 02:03:10
,Denmark,3,2020-02-29 18:03:05
,Finland,3,2020-02-29 05:23:03
"Santa Clara, CA",US,3,2020-02-29 01:33:03
Western Australia,Australia,2,2020-02-29 23:13:06
,Brazil,2,2020-02-29 21:03:05
,Iceland,1,2020-02-29 00:33:01
,Ireland,1,2020-02-29 22:33:03
,Luxembourg,1,2020-02-29 21:03:05
,Monaco,1,2020-02-29 00:33:01
,Qatar,1,2020-02-29 14:33:03
"Portland, OR",US,1,2020-02-29 02:23:11
"Snohomish County, WA",US,1,2020-02-29 15:03:04
From Diamond Princess,Australia,0,2020-02-29 02:03:10
Hubei,Mainland China,66907,2020-03-01 10:13:19
,South Korea,3736,2020-03-01 23:43:03
,Italy,1694,2020-03-01 23:23:02
Guangdong,Mainland China,1349,2020-03-01 14:13:18
Henan,Mainland China,1272,2020-03-01 14:13:18
Zhejiang,Mainland China,1205,2020-03-01 10:13:33
Hunan,Mainland China,1018,2020-03-01 10:03:03
Anhui,Mainland China,990,2020-03-01 10:03:03
,Iran,978,2020-03-01 15:33:03
Jiangxi,Mainland China,935,2020-03-01 01:13:10
Shandong,Mainland China,758,2020-03-01 11:33:03
Jiangsu,Mainland China,631,2020-03-01 10:03:03
Chongqing,Mainland China,576,2020-03-01 23:13:08
Sichuan,Mainland China,538,2020-03-01 11:43:02
Heilongjiang,Mainland China,480,2020-03-01 11:33:03
Beijing,Mainland China,413,2020-03-01 02:53:03
Shanghai,Mainland China,337,2020-03-01 07:13:07
Hebei,Mainland China,318,2020-03-01 14:13:18
Fujian,Mainland China,296,2020-03-01 09:43:03
,Japan,256,2020-03-01 23:33:03
Guangxi,Mainland China,252,2020-03-01 09:43:03
Shaanxi,Mainland China,245,2020-03-01 09:43:03
Yunnan,Mainland China,174,2020-03-01 07:13:07
Hainan,Mainland China,168,2020-03-01 10:13:38
Tianjin,Mainland China,136,2020-03-01 12:43:02
Shanxi,Mainland China,133,2020-03-01 23:13:08
,France,130,2020-03-01 20:43:02
,Germany,130,2020-03-01 23:23:02
Liaoning,Mainland China,122,2020-03-01 12:23:06
,Singapore,106,2020-03-01 23:23:02
Hong Kong,Hong Kong,96,2020-03-01 14:33:16
Jilin,Mainland China,93,2020-03-01 09:43:03
Gansu,Mainland China,91,2020-03-01 14:33:17
,Spain,84,2020-03-01 23:33:03
Xinjiang,Mainland China,76,2020-03-01 10:03:03
Inner Mongolia,Mainland China,75,2020-03-01 10:03:03
,Bahrain,47,2020-03-01 23:33:03
,Thailand,42,2020-03-01 07:13:07
Taiwan,Taiwan,40,2020-03-01 07:43:01
,UK,36,2020-03-01 23:23:02
,Malaysia,29,2020-03-01 12:53:02
,Switzerland,27,2020-03-01 23:23:02
,Iraq,19,2020-03-01 16:43:02
,Norway,19,2020-03-01 20:43:02
,Austria,14,2020-03-01 23:33:03
"Toronto, ON",Canada,14,2020-03-01 23:33:03
,Sweden,14,2020-03-01 23:23:02
,Israel,10,2020-03-01 23:23:02
,Lebanon,10,2020-03-01 15:33:03
,Netherlands,10,2020-03-01 15:33:03
"Seattle, WA",US,9,2020-03-01 21:13:12
,Croatia,7,2020-03-01 23:33:03
,Greece,7,2020-03-01 23:23:02
New South Wales,Australia,6,2020-03-01 23:33:03
,Ecuador,6,2020-03-01 23:33:03
,Finland,6,2020-03-01 23:23:02
,Mexico,5,2020-03-01 23:33:03
,Denmark,4,2020-03-01 23:33:03
,Azerbaijan,3,2020-03-01 02:43:03
,Czech Republic,3,2020-03-01 15:53:06
,Georgia,3,2020-03-01 15:43:03
,Iceland,3,2020-03-01 23:33:03
,Qatar,3,2020-03-01 23:33:03
"Chicago, IL",US,3,2020-03-01 03:53:02
Western Australia,Australia,2,2020-03-01 02:43:03
,Belgium,2,2020-03-01 12:43:02
,Egypt,2,2020-03-01 23:33:03
"Snohomish County, WA",US,2,2020-03-01 20:23:06
,Armenia,1,2020-03-01 19:53:02
,Dominican Republic,1,2020-03-01 16:03:06
,Ireland,1,2020-03-01 07:13:07
,Luxembourg,1,2020-03-01 07:13:07
,San Marino,1,2020-03-01 07:13:07
"Providence, RI",US,1,2020-03-01 15:33:03
Hubei,Mainland China,67103,2020-03-02 15:03:23
,South Korea,4335,2020-03-02 20:23:16
,Italy,2036,2020-03-02 20:23:16
,Iran,1501,2020-03-02 20:23:16
Guangdong,Mainland China,1350,2020-03-02 15:03:23
Henan,Mainland China,1272,2020-03-02 11:43:03
Zhejiang,Mainland China,1206,2020-03-02 11:43:03
Hunan,Mainland China,1018,2020-03-02 11:43:03
Anhui,Mainland China,990,2020-03-02 15:03:23
Jiangxi,Mainland China,935,2020-03-02 01:33:02
Shandong,Mainland China,758,2020-03-02 08:03:12
Diamond Princess cruise ship,Others,705,2020-03-02 14:33:03
Jiangsu,Mainland China,631,2020-03-02 12:53:02
Chongqing,Mainland China,576,2020-03-02 23:23:02
Sichuan,Mainland China,538,2020-03-02 15:03:23
Heilongjiang,Mainland China,480,2020-03-02 12:53:02
Beijing,Mainland China,414,2020-03-02 02:13:16
Shanghai,Mainland China,337,2020-03-02 04:03:13
Hebei,Mainland China,318,2020-03-02 09:43:05
Fujian,Mainland China,296,2020-03-02 12:53:02
,Japan,274,2020-03-02 20:33:02
Guangxi,Mainland China,252,2020-03-02 12:53:02
Shaanxi,Mainland China,245,2020-03-02 08:03:12
,France,191,2020-03-02 20:33:02
Yunnan,Mainland China,174,2020-03-02 06:23:04
Hainan,Mainland China,168,2020-03-02 02:03:18
,Germany,159,2020-03-02 20:33:02
Guizhou,Mainland China,146,2020-03-02 01:13:06
Shanxi,Mainland China,133,2020-03-02 23:23:02
,Spain,120,2020-03-02 14:43:05
,Singapore,108,2020-03-02 20:33:02
Hong Kong,Hong Kong,100,2020-03-02 23:53:02
Jilin,Mainland China,93,2020-03-02 15:03:23
Gansu,Mainland China,91,2020-03-02 15:03:23
Xinjiang,Mainland China,76,2020-03-02 15:43:31
Inner Mongolia,Mainland China,75,2020-03-02 10:23:04
Ningxia,Mainland China,74,2020-03-02 01:33:02
,Kuwait,56,2020-03-02 20:33:02
,Bahrain,49,2020-03-02 20:33:02
Unassigned Location (From Diamond Princess),US,45,2020-03-02 19:53:03
,Thailand,43,2020-03-02 06:23:04
,Switzerland,42,2020-03-02 22:33:09
Taiwan,Taiwan,41,2020-03-02 08:03:12
,UK,40,2020-03-02 20:33:02
,Iraq,26,2020-03-02 20:53:02
,Norway,25,2020-03-02 20:53:02
,Austria,18,2020-03-02 21:23:04
,Netherlands,18,2020-03-02 20:53:02
"Toronto, ON",Canada,17,2020-03-02 20:53:02
,Sweden,15,2020-03-02 20:53:02
"King County, WA",US,14,2020-03-02 20:23:16
,Lebanon,13,2020-03-02 20:53:02
Victoria,Australia,9,2020-03-02 00:53:03
"Santa Clara, CA",US,9,2020-03-02 20:33:02
,Belgium,8,2020-03-02 20:53:02
,San Marino,8,2020-03-02 01:03:12
,Iceland,6,2020-03-02 22:33:09
,India,5,2020-03-02 22:33:09
"Cook County, IL",US,4,2020-03-02 20:33:02
"Snohomish County, WA",US,4,2020-03-02 20:53:02
,Algeria,3,2020-03-02 00:53:03
,Czech Republic,3,2020-03-02 16:33:02
,Russia,3,2020-03-02 21:23:04
,Indonesia,2,2020-03-02 18:03:04
,Portugal,2,2020-03-02 22:43:02
"Portland, OR",US,2,2020-03-02 03:33:08
"Providence, RI",US,2,2020-03-02 03:43:02
,Andorra,1,2020-03-02 20:23:16
Tasmania,Australia,1,2020-03-02 20:53:02
,Dominican Republic,1,2020-03-02 16:33:02
,Latvia,1,2020-03-02 20:13:49
,Morocco,1,2020-03-02 22:33:09
,Saudi Arabia,1,2020-03-02 23:53:02
,Senegal,1,2020-03-02 20:23:16
"Grafton County, NH",US,1,2020-03-02 20:33:02
"Hillsborough, FL",US,1,2020-03-02 03:13:25
"New York City, NY",US,1,2020-03-02 01:53:03
"Placer County, CA",US,1,2020-03-02 23:53:02
"San Mateo, CA",US,1,2020-03-02 20:43:02
"Sarasota, FL",US,1,2020-03-02 03:23:06
"Sonoma County, CA",US,1,2020-03-02 20:53:02
"Umatilla, OR",US,1,2020-03-02 20:23:16
Hubei,Mainland China,67217,2020-03-03 11:43:02
,South Korea,5186,2020-03-03 09:43:02
,Italy,2502,2020-03-03 20:03:06
,Iran,2336,2020-03-03 14:23:03
Guangdong,Mainland China,1350,2020-03-03 10:23:10
Henan,Mainland China,1272,2020-03-03 09:43:02
Zhejiang,Mainland China,1213,2020-03-03 12:33:02
Hunan,Mainland China,1018,2020-03-03 13:03:04
Anhui,Mainland China,990,2020-03-03 14:33:03
Jiangxi,Mainland China,935,2020-03-03 02:03:11
Shandong,Mainland China,758,2020-03-03 07:53:03
Diamond Princess cruise ship,Others,706,2020-03-03 03:13:06
Jiangsu,Mainland China,631,2020-03-03 11:03:09
Chongqing,Mainland China,576,2020-03-03 23:13:05
Sichuan,Mainland China,538,2020-03-03 09:33:02
Heilongjiang,Mainland China,480,2020-03-03 13:03:04
Beijing,Mainland China,414,2020-03-03 02:03:11
Shanghai,Mainland China,338,2020-03-03 03:43:02
Hebei,Mainland China,318,2020-03-03 09:33:02
Fujian,Mainland China,296,2020-03-03 13:43:03
,Japan,293,2020-03-03 20:03:06
Guangxi,Mainland China,252,2020-03-03 00:23:14
,France,204,2020-03-03 15:23:03
,Germany,196,2020-03-03 20:03:06
Yunnan,Mainland China,174,2020-03-03 03:43:02
Hainan,Mainland China,168,2020-03-03 23:43:02
,Spain,165,2020-03-03 23:53:03
Tianjin,Mainland China,136,2020-03-03 11:43:02
Shanxi,Mainland China,133,2020-03-03 23:13:05
Liaoning,Mainland China,125,2020-03-03 14:33:03
,Singapore,110,2020-03-03 15:23:03
Hong Kong,Hong Kong,100,2020-03-03 11:53:01
Gansu,Mainland China,91,2020-03-03 13:43:03
Xinjiang,Mainland China,76,2020-03-03 07:33:03
Inner Mongolia,Mainland China,75,2020-03-03 09:23:02
,Switzerland,56,2020-03-03 16:43:02
,UK,51,2020-03-03 15:13:26
Taiwan,Taiwan,42,2020-03-03 06:43:02
,Malaysia,36,2020-03-03 12:33:02
,Iraq,32,2020-03-03 20:03:06
,Norway,32,2020-03-03 14:33:03
,United Arab Emirates,27,2020-03-03 23:43:02
,Netherlands,24,2020-03-03 15:13:26
,Austria,21,2020-03-03 15:13:26
,Sweden,21,2020-03-03 15:13:26
"King County, WA",US,21,2020-03-03 20:23:05
"Toronto, ON",Canada,19,2020-03-03 20:03:08
New South Wales,Australia,13,2020-03-03 15:13:26
,Belgium,13,2020-03-03 15:13:26
,Israel,12,2020-03-03 04:23:07
,Oman,12,2020-03-03 15:23:03
Queensland,Australia,11,2020-03-03 15:23:03
,Iceland,11,2020-03-03 15:13:26
"Santa Clara, CA",US,11,2020-03-03 23:33:03
Macau,Macau,10,2020-03-03 12:33:02
,San Marino,10,2020-03-03 15:23:03
British Columbia,Canada,9,2020-03-03 23:53:03
,Croatia,9,2020-03-03 09:53:08
,Ecuador,7,2020-03-03 15:13:26
,Qatar,7,2020-03-03 03:23:03
,Denmark,6,2020-03-03 15:13:26
"Snohomish County, WA",US,6,2020-03-03 20:23:05
,Algeria,5,2020-03-03 03:23:03
,Czech Republic,5,2020-03-03 15:13:26
,Mexico,5,2020-03-03 10:03:04
,Pakistan,5,2020-03-03 04:33:03
,Romania,3,2020-03-03 00:23:16
,Estonia,2,2020-03-03 23:53:03
,Ireland,2,2020-03-03 23:53:03
,Portugal,2,2020-03-03 15:33:02
,Senegal,2,2020-03-03 23:53:03
"Fulton County, GA",US,2,2020-03-03 03:33:02
"Grafton County, NH",US,2,2020-03-03 23:33:03
"Hillsborough, FL",US,2,2020-03-03 18:33:02
"San Mateo, CA",US,2,2020-03-03 00:43:02
"Washington County, OR",US,2,2020-03-03 03:03:02
,Argentina,1,2020-03-03 17:43:02
,Chile,1,2020-03-03 20:33:02
,Jordan,1,2020-03-03 15:33:02
,Luxembourg,1,2020-03-03 00:23:16
,Morocco,1,2020-03-03 15:33:02
" Norfolk County, MA",US,1,2020-03-03 14:33:03
"Berkeley, CA",US,1,2020-03-03 23:53:03
"Madison, WI",US,1,2020-03-03 15:53:03
"Maricopa County, AZ",US,1,2020-03-03 17:33:02
"Wake County, NC",US,1,2020-03-03 20:53:02
"Westchester County, NY",US,1,2020-03-03 14:43:03
,Ukraine,1,2020-03-03 15:33:02
Hubei,Mainland China,67332,2020-03-04 12:53:03
,South Korea,5621,2020-03-04 19:23:03
,Italy,3089,2020-03-04 19:23:03
,Iran,2922,2020-03-04 12:33:03
Guangdong,Mainland China,1350,2020-03-04 10:03:19
Henan,Mainland China,1272,2020-03-04 00:33:05
Zhejiang,Mainland China,1213,2020-03-04 10:03:19
Hunan,Mainland China,1018,2020-03-04 15:43:02
Anhui,Mainland China,990,2020-03-04 10:03:19
Jiangxi,Mainland China,935,2020-03-04 01:33:07
Shandong,Mainland China,758,2020-03-04 12:53:03
Jiangsu,Mainland China,631,2020-03-04 12:53:03
Chongqing,Mainland China,576,2020-03-04 23:23:01
