ST,Timestamp,Avg,Confirmed
WA,2020-02-26,1.0,1
WA,2020-02-27,1.0,1
WA,2020-02-28,1.0,1
WA,2020-02-29,1.0,1
WA,2020-03-01,1.0,1
WA,2020-03-02,1.0,1
WA,2020-03-03,1.0,1
WA,2020-03-04,1.0,1
WA,2020-03-05,1.0,1
WA,2020-03-06,1.0,1
WA,2020-03-07,1.0,1
WA,2020-03-08,1.0,1
WA,2020-03-09,1.0,1
WA,2020-03-10,1.0,1
WA,2020-03-11,89.66666666666667,267
WA,2020-03-12,211.33333333333334,366
WA,2020-03-13,358.3333333333333,442
WA,2020-03-14,416.6666666666667,442
WA,2020-03-15,485.3333333333333,572
WA,2020-03-16,552.3333333333334,643
WA,2020-03-17,706.3333333333334,904
WA,2020-03-18,874.3333333333334,1076
WA,2020-03-19,998.0,1014
WA,2020-03-20,1155.3333333333333,1376
WA,2020-03-21,1304.6666666666667,1524
WA,2020-03-22,1564.3333333333333,1793
WA,2020-03-23,1758.0,1957
WA,2020-03-24,1982.3333333333333,2197
WA,2020-03-25,2146.0,2284
WI,2020-03-13,5.666666666666667,8
WI,2020-03-14,7.333333333333333,8
WI,2020-03-15,14.333333333333334,27
WI,2020-03-16,22.333333333333332,32
WI,2020-03-17,35.333333333333336,47
WI,2020-03-18,50.333333333333336,72
WI,2020-03-19,70.33333333333333,92
WI,2020-03-20,107.66666666666667,159
WI,2020-03-21,152.66666666666666,207
WI,2020-03-22,216.0,282
WI,2020-03-23,278.6666666666667,347
WI,2020-03-24,337.3333333333333,383
WI,2020-03-25,387.0,431
WV,2020-03-13,0.0,0
WV,2020-03-14,0.0,0
WV,2020-03-15,0.0,0
WV,2020-03-16,0.0,0
WV,2020-03-17,0.0,0
WV,2020-03-18,0.3333333333333333,1
WV,2020-03-19,0.6666666666666666,1
WV,2020-03-20,1.3333333333333333,2
WV,2020-03-21,3.3333333333333335,7
WV,2020-03-22,5.666666666666667,8
WV,2020-03-23,7.0,6
WV,2020-03-24,6.666666666666667,6
WV,2020-03-25,9.0,15
WY,2020-03-13,0.6666666666666666,1
WY,2020-03-14,1.0,1
WY,2020-03-15,1.3333333333333333,2
WY,2020-03-16,2.0,3
WY,2020-03-17,2.6666666666666665,3
WY,2020-03-18,5.666666666666667,11
WY,2020-03-19,9.666666666666666,15
WY,2020-03-20,14.666666666666666,18
WY,2020-03-21,17.333333333333332,19
WY,2020-03-22,20.0,23
WY,2020-03-23,21.666666666666668,23
WY,2020-03-24,23.0,23
WY,2020-03-25,23.333333333333332,24
