535,9
536,22
537,1
538,1
539,8
540,1
541,4
542,2
543,2
544,40
545,3
546,51
547,5
548,1
549,12
550,2
551,4
552,5
553,4
554,25
555,17
556,4
557,4
558,3
559,5
560,4
561,5
562,3
563,16
564,1
565,2
566,1
567,3
568,4
569,3
570,31
571,6
572,2
573,12
574,18
575,6
576,3
577,3
578,3
579,5
580,17
581,3
582,4
583,1
584,11
585,40
586,5
587,33
588,23
589,18
590,1
591,4
592,6
593,2
594,1
595,1
596,27
597,1
598,4
599,8
600,13
601,1
602,2
603,16
604,12
605,4
606,8
607,5
608,13
609,33
610,2
611,3
612,11
613,2
614,6
615,3
616,15
617,5
618,1
619,3
620,6
621,4
622,2
623,2
624,3
625,2
626,3
627,3
628,7
629,5
630,7
631,6
632,29
633,3
634,5
635,2
636,1
637,6
638,4
639,15
640,5
641,20
642,4
643,4
644,3
645,4
646,2
647,2
648,4
649,1
650,1
651,3
652,3
653,3
654,1
655,4
656,2
657,4
658,4
659,16
660,14
661,5
662,2
663,2
664,1
665,5
666,6
667,3
668,6
669,6
670,2
671,1
672,16
673,2
674,1
675,7
676,8
677,7
678,2
679,8
680,2
681,50
682,1
683,3
684,14
685,13
686,5
687,3
688,5
689,3
690,5
691,11
692,6
693,1
694,4
695,2
696,4
697,16
698,5
699,20
700,1
701,5
702,9
703,7
704,2
705,1
706,4
707,4
708,4
709,3
710,8
711,4
712,6
713,4
714,4
715,4
716,2
717,1
718,14
719,2
720,3
721,2
722,3
723,3
724,1
725,4
726,4
727,13
728,4
729,61
730,7
731,1
732,1
733,53
734,2
735,4
736,3
737,8
738,4
739,5
740,10
741,21
742,7
743,2
744,3
745,7
746,5
747,10
748,5
749,6
750,7
751,3
752,3
753,5
754,57
755,5
756,10
757,2
758,5
759,1
760,1
761,4
762,2
763,8
764,4
765,12
766,4
767,4
768,4
769,13
770,15
771,5
772,5
773,6
774,21
775,8
776,39
777,2
778,1
779,4
780,10
781,2
782,7
783,2
784,3
785,4
786,3
787,1
788,12
789,5
790,8
791,2
792,1
793,8
794,3
795,2
796,4
797,4
798,1
799,1
800,24
801,2
802,1
803,4
804,22
805,6
806,4
807,2
808,6
809,2
810,5
811,2
812,3
813,2
814,6
815,3
816,2
817,17
818,8
819,3
820,1
821,4
822,17
823,12
824,3
825,13
826,5
827,11
828,5
829,18
830,2
831,20
832,12
833,6
834,2
835,3
836,20
837,2
838,2
839,60
840,1
841,6
842,8
843,2
844,5
845,16
846,7
847,2
848,18
849,3
850,6
851,10
852,7
853,5
854,5
855,31
856,1
857,1
858,4
859,2
860,3
861,5
862,4
863,2
864,3
865,11
866,6
867,15
868,4
869,3
870,10
871,3
872,6
873,4
874,4
875,2
876,20
877,3
878,1
879,14
880,7
881,4
882,3
883,7
884,2
885,6
886,5
887,15
888,4
889,5
890,5
891,61
892,6
893,6
894,2
895,3
896,1
897,6
898,3
899,3
900,11
901,2
902,5
903,6
904,5
905,3
906,2
907,3
908,5
909,3
910,3
911,9
912,3
913,60
914,3
915,3
916,3
917,2
918,3
919,4
920,6
921,7
922,21
923,4
924,3
925,3
926,2
927,7
928,6
929,6
930,2
931,5
932,2
933,42
934,2
935,6
936,6
937,4
938,1
939,1
940,1
941,11
942,2
943,60
944,1
945,2
946,3
947,5
948,3
949,7
950,3
951,5
952,4
953,3
954,9
955,3
956,5
957,1
958,1
959,6
960,4
961,6
962,5
963,5
964,11
965,3
966,2
967,1
968,2
969,8
970,1
971,1
972,4
973,5
974,2
975,30
976,2
977,1
978,1
979,9
980,2
981,2
982,3
983,16
984,12
985,8
986,5
987,2
988,1
989,2
990,1
991,2
992,3
993,1
994,2
995,1
996,4
997,2
998,2
999,33
1000,4
1001,4
1002,4
1003,2
1004,3
1005,3
1006,5
1007,4
1008,58
1009,4
1010,3
1011,3
1012,4
1013,8
1014,3
1015,3
1016,56
1017,1
1018,2
1019,1
1020,5
1021,9
1022,1
1023,3
1024,2
1025,2
1026,1
1027,2
1028,1
1029,4
1030,7
1031,3
1032,5
1033,3
1034,3
1035,6
1036,17
1037,2
1038,16
1039,2
1040,46
1041,5
1042,2
1043,17
1044,2
1045,5
1046,3
1047,5
1048,3
1049,9
1050,3
1051,1
1052,6
1053,4
1054,4
1055,6
1056,2
1057,10
1058,15
1059,5
1060,3
1061,3
1062,2
1063,4
1064,2
1065,3
1066,10
1067,59
1068,7
1069,3
1070,4
1071,7
1072,2
1073,6
1074,6
1075,1
1076,2
1077,48
1078,5
1079,5
1080,3
1081,1
1082,2
1083,2
1084,2
1085,15
1086,4
1087,9
1088,4
1089,4
1090,1
1091,1
1092,2
1093,1
1094,1
1095,60
1096,5
1097,4
1098,8
1099,4
1100,7
1101,5
1102,5
1103,2
1104,4
1105,5
1106,7
1107,1
1108,3
1109,3
1110,57
1111,4
1112,6
1113,24
1114,5
1115,4
1116,11
1117,3
1118,3
1119,5
1120,31
1121,1
1122,50
1123,2
1124,5
1125,6
1126,2
1127,6
1128,3
1129,3
1130,2
1131,8
1132,5
1133,2
1134,3
1135,4
1136,3
1137,6
1138,4
1139,2
1140,4
1141,4
1142,8
1143,4
1144,5
1145,50
1146,3
1147,2
1148,4
1149,41
1150,4
1151,1
1152,1
1153,16
1154,3
1155,3
1156,4
1157,15
1158,4
1159,2
1160,11
1161,15
1162,23
1163,1
1164,2
1165,30
1166,27
1167,4
1168,1
1169,5
1170,7
1171,1
1172,8
1173,6
1174,2
1175,4
1176,3
1177,3
1178,1
1179,1
1180,1
1181,3
1182,10
1183,15
1184,2
1185,8
1186,7
1187,9
1188,18
1189,16
1190,2
1191,2
1192,11
1193,4
1194,8
1195,4
1196,2
1197,6
1198,1
1199,12
1200,16
1201,3
1202,5
1203,1
1204,6
1205,3
1206,2
1207,6
1208,2
1209,3
1210,2
1211,3
1212,1
1213,2
1214,20
1215,6
1216,3
1217,5
1218,1
1219,8
1220,4
1221,3
1222,2
1223,2
1224,8
1225,18
1226,1
1227,1
1228,57
1229,3
1230,3
1231,6
1232,1
1233,16
1234,3
1235,28
1236,3
1237,2
1238,9
1239,13
1240,2
1241,5
1242,50
1243,61
1244,7
1245,23
1246,3
1247,1
1248,1
1249,1
1250,3
1251,3
1252,1
1253,4
1254,2
1255,8
1256,4
1257,4
1258,6
1259,43
1260,1
1261,7
1262,3
1263,2
1264,10
1265,1
1266,2
1267,18
1268,6
1269,3
1270,4
1271,2
1272,4
1273,3
1274,1
1275,13
1276,2
1277,4
1278,5
1279,2
1280,2
1281,6
1282,2
1283,3
1284,7
1285,60
1286,9
1287,2
1288,1
1289,13
1290,5
1291,5
1292,2
1293,5
1294,9
1295,1
1296,8
1297,3
1298,2
1299,3
1300,4
1301,36
1302,4
1303,12
1304,2
1305,13
1306,4
1307,3
1308,57
1309,2
1310,15
1311,9
1312,1
1313,1
1314,16
1315,1
1316,2
1317,3
1318,7
1319,4
1320,1
1321,10
1322,4
1323,6
1324,9
1325,2
1326,3
1327,6
1328,1
1329,3
1330,6
1331,1
1332,3
1333,3
1334,11
1335,2
1336,3
1337,8
1338,3
1339,7
1340,2
1341,3
1342,16
1343,4
1344,2
1345,17
1346,2
1347,2
1348,14
1349,2
1350,5
1351,4
1352,13
1353,3
1354,4
1355,3
1356,3
1357,3
1358,1
1359,5
1360,3
1361,3
1362,10
1363,1
1364,2
1365,5
1366,12
1367,3
1368,1
1369,3
1370,5
1371,4
1372,27
1373,1
1374,5
1375,3
1376,7
1377,1
1378,4
1379,12
1380,1
1381,4
1382,4
1383,2
1384,6
1385,3
1386,60
1387,62
1388,15
1389,3
1390,5
1391,2
1392,7
1393,4
1394,3
1395,5
1396,3
1397,4
1398,1
1399,2
1400,4
1401,33
1402,1
1403,2
1404,6
1405,3
1406,5
1407,3
1408,7
1409,1
1410,2
1411,4
1412,3
1413,1
1414,8
1415,6
1416,10
1417,60
1418,3
1419,5
1420,2
1421,3
1422,9
1423,7
1424,2
1425,17
1426,2
1427,1
1428,9
1429,2
1430,2
1431,4
1432,12
1433,3
1434,21
1435,2
1436,3
1437,1
1438,4
1439,2
1440,5
1441,3
1442,2
1443,3
1444,8
1445,2
1446,6
1447,6
1448,2
1449,5
1450,61
1451,4
1452,22
1453,2
1454,5
1455,9
1456,1
1457,2
1458,3
1459,6
1460,2
1461,2
1462,2
1463,60
1464,57
1465,5
1466,19
1467,1
1468,1
1469,3
1470,3
1471,1
1472,5
1473,5
1474,9
1475,12
1476,4
1477,25
1478,4
1479,1
1480,4
1481,2
1482,23
1483,5
1484,14
1485,1
1486,2
1487,1
1488,1
1489,1
1490,5
1491,3
1492,1
1493,6
1494,1
1495,3
1496,4
1497,28
1498,4
1499,2
